945,114.187849,23.154223
946,114.181,23.139135
947,114.181995,23.141728
948,114.175294,23.1302
949,114.172869,23.121847
950,114.175513,23.113292
951,114.177933,23.098082
952,114.178795,23.095789
953,114.177789,23.100265
954,114.186762,23.079926
955,114.189768,23.072575
956,114.19387,23.063263
958,114.193287,23.045612
959,114.189009,23.037791
960,114.185466,23.029544
961,114.184908,23.023754
962,114.184864,23.011853
963,114.185854,23.002988
964,114.189858,22.994966
965,114.197493,22.989787
966,114.207046,22.987891
967,114.214567,22.982773
968,114.217152,22.974849
969,114.217011,22.965369
970,114.215633,22.956585
971,114.215209,22.956472
972,114.209841,22.941436
973,114.211102,22.930791
981,114.231383,22.866856
982,114.23445,22.858457
983,114.238861,22.850564
984,114.239322,22.841701
985,114.238337,22.832919
986,114.234176,22.825036
987,114.229959,22.816897
989,114.215181,22.805954
990,114.208408,22.800258
992,114.203582,22.787049
993,114.203333,22.77446
994,114.203579,22.765474
995,114.197789,22.754066
996,114.19676,22.749429
997,114.199388,22.741001
998,114.204034,22.733287
999,114.205398,22.724694
1000,114.202771,22.716021
1001,114.196704,22.709233
1002,114.189388,22.701129
1003,114.188376,22.691632
1004,114.186857,22.681889
1005,114.180357,22.674272
1006,114.178021,22.664831
1007,114.172262,22.657105
